"model","scenario","unit","year","datasrc","variable","region","value","figure_type","figure_no","title_name","flip_sign","variable_rename","regions","models","years","scenarios","type","position","x","y","facet1","facet2","color","page_filter","scales"
"EPS-EI","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Biomass|w/o CCS","United States",22.5906919262435,"stackbar",18,"Electricity Generation",0,"Biomass w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"EPS-EI","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Coal|w/o CCS","United States",407.821633191299,"stackbar",18,"Electricity Generation",0,"Coal w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"EPS-EI","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Gas|w/o CCS","United States",1828.04997846953,"stackbar",18,"Electricity Generation",0,"Gas w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"EPS-EI","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Hydro","United States",282.452897827148,"stackbar",18,"Electricity Generation",0,"Hydro","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"EPS-EI","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Nuclear","United States",636.349205114786,"stackbar",18,"Electricity Generation",0,"Nuclear","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"EPS-EI","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Solar","United States",737.705674231729,"stackbar",18,"Electricity Generation",0,"Solar","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"EPS-EI","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Wind","United States",890.61871204109,"stackbar",18,"Electricity Generation",0,"Wind","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Biomass|w/o CCS","United States",41.3067052327982,"stackbar",18,"Electricity Generation",0,"Biomass w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Coal|w/ CCS","United States",0.0210273979430522,"stackbar",18,"Electricity Generation",0,"Coal w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Coal|w/o CCS","United States",219.440513292526,"stackbar",18,"Electricity Generation",0,"Coal w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Gas|w/ CCS","United States",449.124880708779,"stackbar",18,"Electricity Generation",0,"Gas w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Gas|w/o CCS","United States",1242.25718066943,"stackbar",18,"Electricity Generation",0,"Gas w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Hydro","United States",296.177488242215,"stackbar",18,"Electricity Generation",0,"Hydro","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Nuclear","United States",738.3104310853,"stackbar",18,"Electricity Generation",0,"Nuclear","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Solar","United States",921.877250448638,"stackbar",18,"Electricity Generation",0,"Solar","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Wind","United States",1131.87347267429,"stackbar",18,"Electricity Generation",0,"Wind","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Biomass|w/o CCS","United States",39.0689128780555,"stackbar",18,"Electricity Generation",0,"Biomass w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Coal|w/ CCS","United States",0,"stackbar",18,"Electricity Generation",0,"Coal w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Coal|w/o CCS","United States",0.0043332550582776,"stackbar",18,"Electricity Generation",0,"Coal w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Gas|w/ CCS","United States",456.568384584142,"stackbar",18,"Electricity Generation",0,"Gas w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Gas|w/o CCS","United States",1191.10561688331,"stackbar",18,"Electricity Generation",0,"Gas w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Hydro","United States",288.849691165637,"stackbar",18,"Electricity Generation",0,"Hydro","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Nuclear","United States",760.081711979887,"stackbar",18,"Electricity Generation",0,"Nuclear","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Solar","United States",1210.43817988596,"stackbar",18,"Electricity Generation",0,"Solar","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Wind","United States",1250.65574923714,"stackbar",18,"Electricity Generation",0,"Wind","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Biomass|w/o CCS","United States",45.5946244433468,"stackbar",18,"Electricity Generation",0,"Biomass w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Coal|w/ CCS","United States",1.36329842920444,"stackbar",18,"Electricity Generation",0,"Coal w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Coal|w/o CCS","United States",737.34462908691,"stackbar",18,"Electricity Generation",0,"Coal w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Gas|w/ CCS","United States",2.08092324395059,"stackbar",18,"Electricity Generation",0,"Gas w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Gas|w/o CCS","United States",1588.68687311029,"stackbar",18,"Electricity Generation",0,"Gas w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Hydro","United States",300.309158330773,"stackbar",18,"Electricity Generation",0,"Hydro","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Nuclear","United States",788.657479959577,"stackbar",18,"Electricity Generation",0,"Nuclear","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Solar","United States",599.088183468233,"stackbar",18,"Electricity Generation",0,"Solar","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2030,"bistline_ira_tall.csv","Secondary Energy|Electricity|Wind","United States",576.453998994297,"stackbar",18,"Electricity Generation",0,"Wind","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Biomass|w/o CCS","United States",44.7467483703224,"stackbar",18,"Electricity Generation",0,"Biomass w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Coal|w/ CCS","United States",0,"stackbar",18,"Electricity Generation",0,"Coal w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Coal|w/o CCS","United States",684.034231797524,"stackbar",18,"Electricity Generation",0,"Coal w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Gas|w/ CCS","United States",0,"stackbar",18,"Electricity Generation",0,"Gas w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Gas|w/o CCS","United States",1848.64382896632,"stackbar",18,"Electricity Generation",0,"Gas w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Hydro","United States",294.155981424978,"stackbar",18,"Electricity Generation",0,"Hydro","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Nuclear","United States",788.457204132875,"stackbar",18,"Electricity Generation",0,"Nuclear","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Solar","United States",724.768834031343,"stackbar",18,"Electricity Generation",0,"Solar","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-CGS","No IRA","TWh",2035,"bistline_ira_tall.csv","Secondary Energy|Electricity|Wind","United States",617.928972298645,"stackbar",18,"Electricity Generation",0,"Wind","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Biomass|w/o CCS","United States",47.135759660143,"stackbar",18,"Electricity Generation",0,"Biomass w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Coal|w/ CCS","United States",157.219382242636,"stackbar",18,"Electricity Generation",0,"Coal w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Coal|w/o CCS","United States",218.884934995048,"stackbar",18,"Electricity Generation",0,"Coal w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Gas|w/ CCS","United States",156.663836722344,"stackbar",18,"Electricity Generation",0,"Gas w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Gas|w/o CCS","United States",1413.53835501377,"stackbar",18,"Electricity Generation",0,"Gas w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Geothermal","United States",75.0219781512723,"stackbar",18,"Electricity Generation",0,"Geothermal","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Hydro","United States",258.007006079531,"stackbar",18,"Electricity Generation",0,"Hydro","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Nuclear","United States",782.274758033571,"stackbar",18,"Electricity Generation",0,"Nuclear","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Oil|w/o CCS","United States",16.9910264108186,"stackbar",18,"Electricity Generation",0,"Oil","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Solar","United States",822.329868624925,"stackbar",18,"Electricity Generation",0,"Solar","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Wind","United States",1641.69972605224,"stackbar",18,"Electricity Generation",0,"Wind","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2035,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Biomass|w/o CCS","United States",65.4284292250058,"stackbar",18,"Electricity Generation",0,"Biomass w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2035,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Coal|w/ CCS","United States",209.996206670376,"stackbar",18,"Electricity Generation",0,"Coal w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2035,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Coal|w/o CCS","United States",212.640047801446,"stackbar",18,"Electricity Generation",0,"Coal w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2035,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Gas|w/ CCS","United States",228.051436079866,"stackbar",18,"Electricity Generation",0,"Gas w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2035,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Gas|w/o CCS","United States",1259.65224589289,"stackbar",18,"Electricity Generation",0,"Gas w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2035,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Geothermal","United States",89.5919927392104,"stackbar",18,"Electricity Generation",0,"Geothermal","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2035,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Hydro","United States",260.338075082676,"stackbar",18,"Electricity Generation",0,"Hydro","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2035,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Nuclear","United States",782.274758033571,"stackbar",18,"Electricity Generation",0,"Nuclear","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2035,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Oil|w/o CCS","United States",22.5537314827785,"stackbar",18,"Electricity Generation",0,"Oil","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2035,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Solar","United States",1035.92662414459,"stackbar",18,"Electricity Generation",0,"Solar","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","IRA","TWh",2035,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Wind","United States",2054.11760955112,"stackbar",18,"Electricity Generation",0,"Wind","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","No IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Biomass|w/o CCS","United States",45.1259904086587,"stackbar",18,"Electricity Generation",0,"Biomass w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","No IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Coal|w/ CCS","United States",0,"stackbar",18,"Electricity Generation",0,"Coal w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","No IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Coal|w/o CCS","United States",477.846923823961,"stackbar",18,"Electricity Generation",0,"Coal w/o CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
"GCAM-PNNL","No IRA","TWh",2030,"PNNL_GCAM6_IRA_EPA_LEEP_6_30_23.xlsx","Secondary Energy|Electricity|Gas|w/ CCS","United States",0,"stackbar",18,"Electricity Generation",0,"Gas w/ CCS","usa","models_leep","ira_2030_2035","main_scenarios","grid","stack","year","value","scenario","model","variable_rename","region","fixed"
