"figure_num","model","scenario","variable","unit","year","label","value"
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1988,"Nuclear",6.219
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1988,"Other",0.8278
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1988,"Solar",0.0724
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1988,"Wind",0.0256
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1989,"Coal w/o CCS",3.2657
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1989,"Gas w/o CCS",4.081
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1989,"Hydro",0.8617
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1989,"Nuclear",2.472
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1989,"Other",1.4954
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1989,"Solar",0.08
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1989,"Wind",0.0976
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1990,"Coal w/o CCS",1.924
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1990,"Gas w/o CCS",5.2798
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1990,"Hydro",0.5371
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1990,"Nuclear",3.6814
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1990,"Other",1.2741
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1990,"Solar",0.064
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1990,"Wind",0.1045
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1991,"Coal w/o CCS",3.1439
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1991,"Gas w/o CCS",3.7128
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1991,"Hydro",1.6083
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1991,"Other",1.1979
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1991,"Solar",0
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1991,"Wind",0.0769
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1992,"Coal w/o CCS",1.2645
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1992,"Gas w/o CCS",5.4396
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1992,"Hydro",0.2589
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1992,"Other",0.6515
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1992,"Solar",0
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1992,"Wind",0.0065
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1993,"Coal w/o CCS",0.1369
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1993,"Gas w/o CCS",4.7333
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1993,"Hydro",0.227
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1993,"Nuclear",1.225
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1993,"Other",0.5057
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1993,"Solar",0
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1993,"Wind",0.0108
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1994,"Coal w/o CCS",0.9475
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1994,"Gas w/o CCS",8.7899
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1994,"Hydro",0.2697
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1994,"Other",0.4498
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1994,"Solar",0
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1994,"Wind",0.1245
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1995,"Coal w/o CCS",2.53
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1995,"Gas w/o CCS",6.9091
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1995,"Hydro",1.1476
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1995,"Other",0.3616
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1995,"Solar",0
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1995,"Wind",0.03
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1996,"Coal w/o CCS",1.3131
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1996,"Gas w/o CCS",4.4073
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1996,"Hydro",0.0996
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1996,"Nuclear",1.179
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1996,"Other",0.682
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1996,"Solar",0
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1997,"Coal w/o CCS",0.0782
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1997,"Gas w/o CCS",3.5495
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1997,"Hydro",0.0619
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1997,"Other",0.9899
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1997,"Solar",0
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1997,"Wind",0.0188
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1998,"Coal w/o CCS",0.0528
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1998,"Gas w/o CCS",2.1289
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1998,"Hydro",0.0029
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1998,"Other",0.438
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1998,"Solar",1e-04
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1998,"Wind",0.1721
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1999,"Coal w/o CCS",0.22
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1999,"Gas w/o CCS",9.1161
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1999,"Hydro",0.119
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1999,"Other",0.5283
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1999,"Solar",1e-04
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1999,"Wind",0.6679
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2000,"Coal w/o CCS",0.1215
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2000,"Gas w/o CCS",28.1916
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2000,"Hydro",0.0597
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2000,"Other",1.0134
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2000,"Solar",0
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2000,"Wind",0.0612
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2001,"Coal w/o CCS",0.44
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2001,"Gas w/o CCS",41.522
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2001,"Hydro",0.1076
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2001,"Other",0.8465
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2001,"Solar",0.0046
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2001,"Wind",1.5167
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2002,"Coal w/o CCS",0.011
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2002,"Gas w/o CCS",63.7574
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2002,"Hydro",0.3522
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2002,"Other",0.5018
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2002,"Solar",0.003
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2002,"Wind",0.6668
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2002,"Coal w/o CCS",-1.0562
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2002,"Gas w/o CCS",-2.9715
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2002,"Hydro",-0.0148
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2002,"Other",-0.8287
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2003,"Coal w/o CCS",0.0868
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2003,"Gas w/o CCS",50.9467
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2003,"Hydro",0.1049
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2003,"Other",0.5683
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2003,"Solar",2e-04
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2003,"Wind",1.6359
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2003,"Coal w/o CCS",-0.8754
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2003,"Gas w/o CCS",-2.5295
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2003,"Hydro",-0.0951
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2003,"Other",-0.9074
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2003,"Wind",-0.0069
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2004,"Coal w/o CCS",0.521
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2004,"Gas w/o CCS",23.6956
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2004,"Hydro",0.0773
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2004,"Other",0.4383
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2004,"Solar",0
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2004,"Wind",0.3773
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2004,"Coal w/o CCS",-0.5631
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2004,"Gas w/o CCS",-5.6026
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2004,"Hydro",-0.1187
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2004,"Other",-1.065
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2004,"Wind",-0.0297
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2005,"Coal w/o CCS",0.3994
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2005,"Gas w/o CCS",16.4169
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2005,"Hydro",0.06
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2005,"Other",0.207
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2005,"Solar",0.0028
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2005,"Wind",2.1625
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2005,"Coal w/o CCS",-0.2723
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2005,"Gas w/o CCS",-2.9752
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2005,"Hydro",-0.014
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2005,"Other",-0.8568
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2005,"Wind",-0.0048
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2006,"Coal w/o CCS",0.5309
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2006,"Gas w/o CCS",9.7766
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2006,"Hydro",0.0728
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2006,"Other",0.5021
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2006,"Solar",0.0018
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2006,"Wind",2.6559
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2006,"Coal w/o CCS",-0.7538
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2006,"Gas w/o CCS",-2.1593
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2006,"Hydro",-0.0933
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2006,"Other",-0.8145
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2006,"Wind",-0.0092
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2007,"Coal w/o CCS",1.4212
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2007,"Gas w/o CCS",7.4356
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2007,"Hydro",0.0694
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2007,"Other",0.597
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2007,"Solar",0.0707
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2007,"Wind",5.3343
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2007,"Coal w/o CCS",-1.241
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2007,"Gas w/o CCS",-3.0772
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2007,"Hydro",-0.0332
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2007,"Other",-0.5019
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2007,"Wind",-0.0079
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2008,"Coal w/o CCS",1.4837
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2008,"Gas w/o CCS",8.297
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2008,"Hydro",0.0973
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2008,"Other",0.3964
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2008,"Solar",0.0329
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2008,"Wind",8.4835
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2008,"Coal w/o CCS",-0.7944
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2008,"Gas w/o CCS",-1.4615
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2008,"Hydro",-0.0255
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2008,"Other",-0.3665
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2008,"Wind",-0.0016
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2009,"Coal w/o CCS",1.7863
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2009,"Gas w/o CCS",9.7988
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2009,"Hydro",0.2455
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2009,"Other",0.5533
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2009,"Solar",0.1069
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2009,"Wind",9.9458
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2009,"Coal w/o CCS",-0.5481
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2009,"Gas w/o CCS",-4.5609
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2009,"Hydro",-0.0148
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2009,"Other",-0.6603
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2009,"Wind",-0.0015
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2010,"Coal w/o CCS",5.3648
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2010,"Gas w/o CCS",7.0861
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2010,"Hydro",0.0421
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2010,"Other",1.3587
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2010,"Solar",0.2313
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2010,"Wind",4.6742
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2010,"Coal w/o CCS",-1.4845
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2010,"Gas w/o CCS",-1.8066
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2010,"Hydro",-0.1269
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2010,"Other",-2.0953
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2010,"Wind",-0.0022
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2011,"Coal w/o CCS",3.8765
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2011,"Gas w/o CCS",10.6521
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2011,"Hydro",0.1554
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2011,"Other",0.7076
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2011,"Solar",0.778
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2011,"Wind",6.8427
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2011,"Coal w/o CCS",-2.7388
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2011,"Gas w/o CCS",-2.1612
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2011,"Hydro",-0.1477
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2011,"Other",-1.6203
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Solar","GW/yr",2011,"Solar",-0.0035
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2011,"Wind",-0.037
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2012,"Coal w/o CCS",3.753
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2012,"Gas w/o CCS",10.2471
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2012,"Hydro",0.5809
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2012,"Other",0.6273
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2012,"Solar",1.6085
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2012,"Wind",13.2504
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2012,"Coal w/o CCS",-10.4315
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2012,"Gas w/o CCS",-3.7999
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2012,"Hydro",-0.3149
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2012,"Other",-2.2647
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2012,"Wind",-0.0122
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2013,"Coal w/o CCS",1.5506
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2013,"Gas w/o CCS",7.4864
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2013,"Hydro",0.493
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2013,"Other",1.0206
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2013,"Solar",3.5374
"2.5.avgcapadd_hist","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2013,"Wind",0.8644
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2013,"Coal w/o CCS",-6.0615
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2013,"Gas w/o CCS",-5.8938
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2013,"Hydro",-0.1887
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Nuclear","GW/yr",2013,"Nuclear",-3.576
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2013,"Other",-2.3963
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Solar","GW/yr",2013,"Solar",-0.003
"2.5.avgcapadd_hist","EIA","Historic","Capacity Retirements|Electricity|Storage Capacity","GW/yr",2013,"Storage",-0.024
